Timestamp,Cocktail name,Instructions,Ingredients
25/11/2024 06:32:52,Afternoon,"Instructions Build into a suiting glass, with no ice. Cream on top if wanted. Served directly.GlassServe: Collins Glass","1 cl  Kahlua, 1 cl  Baileys irish cream, 1 1/2  Frangelico, 4 cl hot  Coffee, Cream"
25/11/2024 06:32:56,Alabama Slammer,"Instructions Pour all ingredients (except for lemon juice) over ice in a highball glass. Stir, add a dash of lemon juice, and serve.GlassServe: Highball glass","1 oz  Southern Comfort, 1 oz  Amaretto, 1/2 oz  Sloe gin, 1 dash  Lemon juice"
25/11/2024 06:33:00,Alaska Cocktail,"Instructions Stir all ingredients with ice, strain contents into a cocktail glass. Drop in a twist of lemon and serve.GlassServe: Cocktail glass","2 dashes  Orange bitters, 1 1/2 oz  Gin, 3/4 oz  Yellow Chartreuse, Twist of  Lemon peel"
25/11/2024 06:33:03,Alexander,Instructions Shake all ingredients with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.GlassServe: Cocktail glass,"1/2 oz  Gin, 1/2 oz white  Creme de Cacao, 2 oz  Light cream, Nutmeg"
25/11/2024 06:33:07,Alfie Cocktail,"Instructions Combine and shake all ingredients with ice, strain into a cocktail glass, and serve.GlassServe: Cocktail glass","1 1/2 oz  Lemon vodka, 1 dash  Triple sec, 1 tblsp  Pineapple juice"
25/11/2024 06:33:10,Algonquin,"Instructions Combine and shake all ingredients with ice, strain contents into a cocktail glass, and serve.GlassServe: Cocktail glass","1 1/2 oz  Blended whiskey, 1 oz  Dry Vermouth, 1 oz  Pineapple juice"
25/11/2024 06:33:13,Alice Cocktail,"Instructions Shake well, strain into a large cocktail glass.GlassServe: Cocktail glass","1 cl  Grenadine, 1 cl  Orange juice, 2 cl  Pineapple juice, 4 cl  Cream"
25/11/2024 06:34:42,Alice in Wonderland,Instructions Just mix the three ingredients one to one to oneGlassServe: Collins Glass,"1 shot  Amaretto, 1 shot  Grand Marnier, 1 shot  Southern Comfort"
25/11/2024 06:34:47,Allegheny,Instructions Shake all ingredients (except lemon peel) with ice and strain into a cocktail glass. Top with the twist of lemon peel and serve.GlassServe: Cocktail glass,"1 oz  Dry Vermouth, 1 oz  Bourbon, 1 1/2 tsp  Blackberry brandy, 1 1/2 tsp  Lemon juice, 1 twist of  Lemon peel"
25/11/2024 06:34:50,Allies Cocktail,"Instructions Stir all ingredients with ice, strain contents into a cocktail glass, and serve.GlassServe: Cocktail glass","1 oz  Dry Vermouth, 1 oz  Gin, 1/2 tsp  Kummel"
25/11/2024 06:34:53,Almeria,"Instructions In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.GlassServe: Cocktail glass","2 oz  Dark rum, 1 oz  Kahlua, 1  Egg white"
25/11/2024 06:34:57,Almond Chocolate Coffee,Instructions Pour in order into coffee cup. Top with whipped creme and chocolate shcvings.GlassServe: Coffee mug,"3/4 oz  Amaretto, 1/2 oz  Dark Creme de Cacao, 8 oz  Coffee"
25/11/2024 06:35:00,Almond Joy,"Instructions Shake all ingredients with ice, strain into a cocktail glass, and serve.GlassServe: Cocktail glass","1/2 oz  Amaretto, 1/2 oz white  Creme de Cacao, 2 oz  Light cream"
25/11/2024 06:35:05,Aloha Fruit punch,"Instructions Add 1/4 cup water to ginger root. Boil 3 minutes. Strain. Add the liquid to the guava, lemon and pineapple juices. Make a syrup of sugar and remaining water. Cool. Combine with juices and pineapple. Chill throroughly.GlassServe: Collins Glass","3/4 cup  Water, 2 tsp  Ginger, 2 cups  Guava juice, 1 1/2 tblsp  Lemon juice, 1 1/2 cup  Pineapple, 1 cup  Sugar, 3-4 cups  Pineapple juice"
25/11/2024 06:35:09,Amaretto And Cream,"Instructions Shake well with cracked ice, strain contents into a cocktail glass, and serve.GlassServe: Cocktail glass","1 1/2 oz  Amaretto, 1 1/2 oz  Light cream"
25/11/2024 06:35:12,Amaretto fizz,"Instructions Mix Amaretto, orange juice and sparkling wine in a jug. Add a strip orange zest to each glass, if you like.GlassServe: Collins glass","4 cl Amaretto, 6 cl Orange Juice, 15 cl White Wine, Garnish with Orange Peel"
25/11/2024 06:35:19,Amaretto Liqueur,"Instructions Combine sugar and 3/4 cup water in a small saucepan. Bring to a boil, stirring constantly. Reduce heat and simmer until all sugar is dissolved. Remove from heat and cool. In an aging container, combine apricot halves, almond extract, grain alcohol with 1/2 cup water, and brandy. Stir in cooled sugar syrup mixture. Cap and let age for 2 days. Remove apricot halves. (Save apricot halves, can be used for cooking). Add food coloring and glycerine. Stir, recap and continue aging for 1 to 2 months. Re-bottle as desired. Liqueur is ready to serve but will continue to improve with additional aging.GlassServe: Collins Glass","1 cup Sugar, 3/4 cup  Water, 2  Apricot, 1 tblsp  Almond flavoring, 1/2 cup pure  Grain alcohol, 1/2 cup  Water, 1 cup  Brandy, 3 drops yellow  Food coloring, 6 drops red  Food coloring, 2 drops blue  Food coloring, 1/2 tsp  Glycerine"
25/11/2024 06:37:31,Amaretto Mist,"Instructions Pour amaretto in an old-fashioned glass over crushed ice. Add the wedge of lime and serve. (A wedge of lemon may be substituted for lime, if preferred.)GlassServe: Old-fashioned glass","1 1/2 oz  Amaretto, 1  Lime"
25/11/2024 06:41:25,Amaretto Mist,"Instructions Pour amaretto in an old-fashioned glass over crushed ice. Add the wedge of lime and serve. (A wedge of lemon may be substituted for lime, if preferred.)GlassServe: Old-fashioned glass","1 1/2 oz  Amaretto, 1  Lime"
25/11/2024 06:41:28,Amaretto Rose,Instructions Pour amaretto and lime juice over ice in a collins glass. Fill with club soda and serve.GlassServe: Collins glass,"1 1/2 oz  Amaretto, 1/2 oz  Lime juice, Club soda"
25/11/2024 06:41:31,Amaretto Shake,Instructions Combine all ingredients in a blender and blend at high speed until smooth. Serve in chilled glass garnished with bittersweet chocolate shavings.GlassServe: Collins Glass,"2 scoops  Chocolate ice-cream, 2 oz  Brandy, 2 oz  Amaretto"
25/11/2024 06:41:34,Amaretto Sour,Instructions Shake and strain. Garnish with a cherry and an orange slice.GlassServe: Collins Glass,"1 1/2 oz  Amaretto, 3 oz  Sour mix"
25/11/2024 06:41:37,Amaretto Stinger,"Instructions Shake ingredients well with cracked ice, strain into a cocktail glass, and serve.GlassServe: Cocktail glass","1 1/2 oz  Amaretto, 3/4 oz  White Creme de Menthe"
25/11/2024 06:41:41,Amaretto Stone Sour,Instructions Shake and Serve over iceGlassServe: Collins Glass,"1 part  Amaretto, 1 part  Sour mix, 1 part  Orange juice"
25/11/2024 06:41:45,Amaretto Stone Sour Alternative,"Instructions Shake sour mix, tequila and amaretto with ice. Strain into highball glass. Add a splash of OJ. Garnish with orange slice and a cherry.GlassServe: Highball glass","2 oz  Sour mix, 2 oz  Amaretto, 2 oz  Tequila, Add splash  Orange juice"
25/11/2024 06:41:48,Amaretto Sunrise,Instructions Mix together the amaretto and orange juice. Pour into glass and then add the grenadine untill you see the sunrise.GlassServe: Collins Glass,"1 cl  Amaretto, 4 oz  Orange juice, 1/4 cl  Grenadine"
25/11/2024 06:41:52,Amaretto Sunset,"Instructions Shake ingredients in bartender's mixer quickly, just 5 shakes. Strain out ice, serve in glass immediately with a slice of orange.GlassServe: Collins Glass","1/2 jigger  Triple sec, 3 shots  Amaretto, 1/2 cup  Cider, Add 1/2 cup  Ice"
25/11/2024 06:41:56,Amaretto Sweet & Sour,"Instructions Fill the blender with 3/4 ice. Add sweet & sour mix to the top of the ice. Add about 1"" of pineapple juice, 1/2"" of melon liqeur, and 1/2 to 1/4"" of amaretto. Then blend the mix until it is of margaritta consistency or thinner.GlassServe: Margarita/Coupette glass","Amaretto, Sweet and sour, Midori melon liqueur, Pineapple juice"
25/11/2024 06:43:07,Amaretto Tea,"Instructions Pour hot tea into a pousse-cafe glass, using a spoon in glass to prevent cracking. Add amaretto, but do not stir. Top with chilled whipped cream and serve.GlassServe: Pousse cafe glass","6 oz hot  Tea, 2 oz  Amaretto, Chilled  Whipped cream"
25/11/2024 06:43:12,Americano,"Instructions Pour the Campari and vermouth over ice into glass, add a splash of soda water and garnish with half orange slice.GlassServe: Collins glass","1 oz  Campari, 1 oz red  Sweet Vermouth, Twist of  Lemon peel, Twist of  Orange peel"
25/11/2024 06:43:15,Angel Face,Instructions Shake all ingredients with ice and strain contents into a cocktail glass.GlassServe: Cocktail glass,"1/2 oz  Apricot brandy, 1/2 oz  Apple brandy, 1 oz  Gin"
25/11/2024 06:43:22,Angelica Liqueur,"Instructions Combine all herbs, nuts and spices with vodka in a 1 quart or larger aging container. Cap tightly and shake daily for 2 weeks. Strain through a fine muslin cloth or coffee filter, discarding solids. Clean out aging container. Place liquid back in container. Place sugar and water in saucepan and stir to combine over medium heat. When sugar is completely dissolved, set aside and let cool. When cool combine with food coloring and add to liqueur liquid. Cap and allow to age and mellow in a cool, dark place for one month.GlassServe: Collins Glass","3 tblsp chopped Angelica root, 1 tblsp chopped  Almond, 1 cracked  Allspice, 1 one-inch  Cinnamon, 3-6 crushed  Anise, 1/8 tsp powdered  Coriander, 1 tblsp fresh chopped  Marjoram leaves, 1.5 cup  Vodka, 1/2 cup granulated  Sugar, 1/4 cup  Water, 1 drop yellow  Food coloring, 1 drop green  Food coloring"
25/11/2024 06:43:25,Apello,Instructions Stirr. Grnish with maraschino cherry.GlassServe: Collins Glass,"4 cl  Orange juice, 3 cl  Grapefruit juice, 1 cl  Apple juice, 1  Maraschino cherry"
25/11/2024 06:43:28,Aperol Spritz,"Instructions Put a couple of cubes of ice into 2 glasses and add a 50 ml measure of Aperol to each. Divide the prosecco between the glasses and then top up with soda, if you like.GlassServe: Wine Glass","100 ml Aperol, 150 ml Prosecco, Top Soda Water"
25/11/2024 06:44:17,Amaretto Tea,"Instructions Pour hot tea into a pousse-cafe glass, using a spoon in glass to prevent cracking. Add amaretto, but do not stir. Top with chilled whipped cream and serve.GlassServe: Pousse cafe glass","6 oz hot  Tea, 2 oz  Amaretto, Chilled  Whipped cream"
25/11/2024 06:45:27,Amaretto Tea,"Instructions Pour hot tea into a pousse-cafe glass, using a spoon in glass to prevent cracking. Add amaretto, but do not stir. Top with chilled whipped cream and serve.GlassServe: Pousse cafe glass","6 oz hot  Tea, 2 oz  Amaretto, Chilled  Whipped cream"
25/11/2024 06:45:33,Americano,"Instructions Pour the Campari and vermouth over ice into glass, add a splash of soda water and garnish with half orange slice.GlassServe: Collins glass","1 oz  Campari, 1 oz red  Sweet Vermouth, Twist of  Lemon peel, Twist of  Orange peel"
25/11/2024 06:45:37,Angel Face,Instructions Shake all ingredients with ice and strain contents into a cocktail glass.GlassServe: Cocktail glass,"1/2 oz  Apricot brandy, 1/2 oz  Apple brandy, 1 oz  Gin"
25/11/2024 06:45:43,Angelica Liqueur,"Instructions Combine all herbs, nuts and spices with vodka in a 1 quart or larger aging container. Cap tightly and shake daily for 2 weeks. Strain through a fine muslin cloth or coffee filter, discarding solids. Clean out aging container. Place liquid back in container. Place sugar and water in saucepan and stir to combine over medium heat. When sugar is completely dissolved, set aside and let cool. When cool combine with food coloring and add to liqueur liquid. Cap and allow to age and mellow in a cool, dark place for one month.GlassServe: Collins Glass","3 tblsp chopped Angelica root, 1 tblsp chopped  Almond, 1 cracked  Allspice, 1 one-inch  Cinnamon, 3-6 crushed  Anise, 1/8 tsp powdered  Coriander, 1 tblsp fresh chopped  Marjoram leaves, 1.5 cup  Vodka, 1/2 cup granulated  Sugar, 1/4 cup  Water, 1 drop yellow  Food coloring, 1 drop green  Food coloring"
25/11/2024 06:45:46,Apello,Instructions Stirr. Grnish with maraschino cherry.GlassServe: Collins Glass,"4 cl  Orange juice, 3 cl  Grapefruit juice, 1 cl  Apple juice, 1  Maraschino cherry"
25/11/2024 06:45:49,Aperol Spritz,"Instructions Put a couple of cubes of ice into 2 glasses and add a 50 ml measure of Aperol to each. Divide the prosecco between the glasses and then top up with soda, if you like.GlassServe: Wine Glass","100 ml Aperol, 150 ml Prosecco, Top Soda Water"
25/11/2024 06:45:53,Apple Berry Smoothie,Instructions Throw everything into a blender and liquify.GlassServe: Highball Glass,"1 cup  Berries, 2  Apple"
25/11/2024 06:45:57,Apple Cider Punch,"Instructions If you use the whole all spice and cloves, tie them in cheesecloth. Heat the mixture. Stir occasionally. If you want an alcoholic drink, rum would be nice.GlassServe: Collins Glass","4 qt  Apple cider, 1 cup  Brown sugar, 6 oz frozen  Lemonade, 6 oz frozen  Orange juice, 6 whole  Cloves, 6 whole  Allspice, 1 tsp ground  Nutmeg, 3 sticks  Cinnamon"
25/11/2024 06:46:00,Apple Grande,Instructions Chill both ingredients!! Mix in a tumbler and enjoy!GlassServe: Punch Bowl,"3 oz  Tequila, 12 oz  Apple cider"
25/11/2024 06:46:04,Apple Highball,"Instructions Add ice in a highball glass. Rub a wedge of fresh lime around rim and place it in the glass. Add a shot of Apple schnapps, a shot of Courvoisier and top up with ginger ale.GlassServe: Highball glass","Chopped Lime, 1 shot Apple Schnapps, 1 shot Cognac, Top Ginger"
25/11/2024 06:47:22,Apple Karate,"Instructions Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.GlassServe: Highball Glass","2 cups  Apple juice, 1 large  Carrot"
25/11/2024 06:48:16,Apple Karate,"Instructions Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.GlassServe: Highball Glass","2 cups  Apple juice, 1 large  Carrot"
25/11/2024 06:48:21,Apple Pie with A Crust,Instructions Just mix the two liquids and sprinkle in the cinnamon. Serve either cold or heated.GlassServe: Collins Glass,"3 parts  Apple juice, 1 part  Malibu rum, 3 dashes  Cinnamon"
25/11/2024 06:48:26,Apple Slammer,"Instructions pour into a shot glass and present to consumer, they are expected to cover the top of the shotglass with thier palm, raise the glass, slam it on the bar and the swallow quickly.GlassServe: Shot glass","1 part  7-Up, 1 part  Apple schnapps"
25/11/2024 06:48:30,Applecar,"Instructions Shake all ingredients with ice, strain into a cocktail glass, and serve.GlassServe: Cocktail glass","1 oz  Applejack, 1 oz  Triple sec, 1 oz  Lemon juice"
25/11/2024 06:48:34,Applejack,"Instructions Add all ingredients into mixing glass, chill and strain into cocktail glassGlassServe: Cocktail glass","1 oz  Jack Daniels, 1/2 oz  Midori melon liqueur, 2 oz  Sour mix"
25/11/2024 06:48:38,Apricot Lady,"Instructions In a shaker half-filled with ice cubes, combine the rum, apricot brandy, triple sec, lemon juice, and egg white. Shake well. Strain into an old-fashioned glass almost filled with ice cubes. Garnish with the orange slice.GlassServe: Old-fashioned glass","1 1/2 oz  Light rum, 1 oz  Apricot brandy, 1 tsp  Triple sec, 1/2 oz  Lemon juice, 1  Egg white, 1  Orange"
25/11/2024 06:48:42,Apricot punch,Instructions Pour all ingrediants into a large punch bowl. Add ice and 4 oranges that are peeled and divided.GlassServe: Punch bowl,"1 qt  Apricot brandy, 4 fifth  Champagne, 1 fifth  Vodka, 4 L  7-Up, 1/2 gal  Orange juice"
25/11/2024 06:48:45,Aquamarine,Instructions Shake well in a shaker with ice. Strain in a martini glass.GlassServe: Martini Glass,"2 oz Hpnotiq, 1 oz Pineapple Juice, 1 oz Banana Liqueur"
25/11/2024 06:48:50,Archbishop,"Instructions In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.GlassServe: Old-fashioned glass","2 oz  Gin, 1 oz Green Ginger  Wine, 1 tsp  Benedictine, 1  Lime"
25/11/2024 06:48:54,Arctic Fish,"Instructions Fill glass with ice and fish, add vodka, grape soda and orange juice. DO NOT STIR!!!!! Serve well chilled.GlassServe: Beer pilsner","1/3 part  Vodka, 1/3 part  Grape soda, 1/3 part  Orange juice, lots  Ice, 1 dash  Candy"
25/11/2024 06:50:57,Arctic Mouthwash,Instructions Blend all ingredients in a blender on high until ice is finely crushed. It should be of a slushy consistency. Pour immediately and serve.GlassServe: Cocktail glass,"5 oz blue  Maui, 5 oz  Mountain Dew, cubes Ice"
25/11/2024 06:52:59,Arctic Mouthwash,Instructions Blend all ingredients in a blender on high until ice is finely crushed. It should be of a slushy consistency. Pour immediately and serve.GlassServe: Cocktail glass,"5 oz blue  Maui, 5 oz  Mountain Dew, cubes Ice"
25/11/2024 06:54:00,Arctic Mouthwash,Instructions Blend all ingredients in a blender on high until ice is finely crushed. It should be of a slushy consistency. Pour immediately and serve.GlassServe: Cocktail glass,"5 oz blue  Maui, 5 oz  Mountain Dew, cubes Ice"
25/11/2024 06:54:04,Arise My Love,Instructions Put creme de menthe into a champagne flute. Fill with chilled champagne and serve.GlassServe: Champagne flute,"Chilled  Champagne, 1 tsp  Green Creme de Menthe"
25/11/2024 06:56:06,Arctic Mouthwash,Instructions Blend all ingredients in a blender on high until ice is finely crushed. It should be of a slushy consistency. Pour immediately and serve.GlassServe: Cocktail glass,"5 oz blue  Maui, 5 oz  Mountain Dew, cubes Ice"
25/11/2024 06:56:09,Arise My Love,Instructions Put creme de menthe into a champagne flute. Fill with chilled champagne and serve.GlassServe: Champagne flute,"Chilled  Champagne, 1 tsp  Green Creme de Menthe"
25/11/2024 06:56:12,Arizona Antifreeze,Instructions Pour all ingredients into shot glass and slam !!!!GlassServe: Shot glass,"1/3 oz  Vodka, 1/3 oz  Midori melon liqueur, 1/3 oz  Sweet and sour"
25/11/2024 06:57:11,Arizona Antifreeze,Instructions Pour all ingredients into shot glass and slam !!!!GlassServe: Shot glass,"1/3 oz  Vodka, 1/3 oz  Midori melon liqueur, 1/3 oz  Sweet and sour"
25/11/2024 06:57:14,Arizona Stingers,Instructions Place ice cubes in the hurricane glass . Add the 2 HEAPING shots of Absolute Vodka (Note: You can add as many shots of Absolute as you want!) Fill the rest of glass with the Arizona Icetea with lemon. Stir to mix using a spoon. Drink up and enjoy!!!!!!!GlassServe: Hurricane glass,"2 shots  Absolut Vodka, 12 oz lemon  Iced tea"
25/11/2024 06:57:18,Arizona Twister,"Instructions Just mix in the shots of rum, vodka, and tequila. Add splashes of the three juices, heavy on the pineapple. Top off with grenadine. Crushed ice should already be in glass. Top off the glass with a pineapple wedge.GlassServe: Hurricane glass","1 shot  Vodka, 1 shot  Malibu rum, 1 shot  Gold tequila, 1 splash  Orange juice, 1 splash  Pineapple juice, 1 splash  Cream of coconut, 1 dash  Grenadine, crushed  Ice, 1 wedge  Pineapple"
25/11/2024 06:57:22,Army special,"Instructions Pour Vodka, Gin and lime cordial into glass, and top up with crushed ice. Wait for ice to melt slightly and sip without a straw.GlassServe: Cocktail glass","30 ml  Vodka, 30 ml  Gin, 45 ml  Lime juice cordial, 1/2 glass crushed  Ice"
25/11/2024 06:57:26,Arthur Tompkins,"Instructions In a shaker half-filled with ice cubes, combine the gin, Grand Marnier, and lemon juice. Shake well. Strain into a sour glass and garnish with the lemon twist.GlassServe: Whiskey sour glass","2 oz  Gin, 1/2 oz  Grand Marnier, 2 tsp  Lemon juice, 1 twist of  Lemon peel"
25/11/2024 06:57:29,Artillery,"Instructions Stir all ingredients with ice, strain into a cocktail glass, and serve.GlassServe: Cocktail glass","1 1/2 tsp  Sweet Vermouth, 1 1/2 oz  Gin, 2 dashes  Bitters"
25/11/2024 06:57:34,Artillery Punch,"Instructions Combine all the ingredients in a large punch bowl with a block of ice. If found too dry, sugar syrup may be added. Decorate with twists of lemon peel.GlassServe: Punch bowl","1 quart black  Tea, 1 quart  Rye whiskey, 1 fifth  Red wine, 1 pint Jamaican  Rum, 1/2 pint  Brandy, 1 1/2 oz  Benedictine, 1 pint  Orange juice, 1/2 pint  Lemon juice"
25/11/2024 06:57:38,AT&T,"Instructions Pour Vodka and Gin over ice, add Tonic and StirGlassServe: Highball Glass","1 oz  Absolut Vodka, 1 oz  Gin, 4 oz  Tonic water"
25/11/2024 06:58:20,Arctic Mouthwash,Instructions Blend all ingredients in a blender on high until ice is finely crushed. It should be of a slushy consistency. Pour immediately and serve.GlassServe: Cocktail glass,"5 oz blue  Maui, 5 oz  Mountain Dew, cubes Ice"
25/11/2024 06:58:23,Arise My Love,Instructions Put creme de menthe into a champagne flute. Fill with chilled champagne and serve.GlassServe: Champagne flute,"Chilled  Champagne, 1 tsp  Green Creme de Menthe"